EpisodeID,Timestamp,WasAssisted,Accuracy,WorldPosX,WorldPosY,WorldPosZ,WorldRotX,WorldRotY,WorldRotZ,WorldRotW,WorldVelX,WorldVelY,WorldVelZ,WorldAngVelX,WorldAngVelY,WorldAngVelZ
21,188.4747,1,0.9591514,0.6288813,6.333518,-5.45632,0.3134133,-0.07406598,0.4720159,0.8206627,-0.06221595,-0.05253434,1.387233,0.07690018,-7.777748,2.261273
21,193.2547,1,0.8976185,0.6083671,6.363599,-5.572575,0.3234905,-0.0753645,0.4154577,0.8467993,-0.1197811,-0.06744938,1.266532,0.4816838,-7.75379,2.207388
21,195.3947,1,0.1410879,-0.8550138,6.459984,-6.496048,0.3590857,-0.5163673,0.3722892,0.6825123,-0.02731071,0.3112584,-1.011919,0.1918563,5.889768,-2.263657
21,202.4047,1,0.7736577,-0.1465213,6.243134,-4.46909,0.134639,-0.05305041,0.5344872,0.8326952,-0.08772647,0.1140767,1.918051,0.6650917,-12.98985,-1.26919
21,208.7547,1,0.927338,0.5528517,6.339636,-5.81715,0.3299478,-0.03353041,0.4026048,0.853182,-0.2935234,-0.2175308,1.456238,0.8021713,-11.5444,2.966767
22,210.8647,1,0.9013217,0.6294426,6.426772,-5.769674,0.2465978,0.067183,0.4017213,0.8793725,-0.3544751,0.06815335,1.550993,0.9872078,-13.31382,6.138919
23,212.8797,1,0.7306123,0.7676382,6.562413,-5.700871,0.2094552,0.1355358,0.3897847,0.8864685,0.04959238,0.2333823,1.163327,-0.4353277,-8.189055,4.390143
24,219.6847,1,0.9569972,-0.5121678,6.14106,-6.089678,0.3830911,-0.4170316,0.3941718,0.723847,-0.466012,-0.1909869,1.006533,0.8485665,-2.84995,2.623712
25,222.2947,1,0.6919842,-0.2364725,6.239075,-6.14777,0.4143607,-0.3015332,0.283472,0.8105717,-0.6355327,-0.487944,1.207888,1.340468,-5.211613,8.543163
25,228.3647,1,0.4496661,-0.08333063,6.220626,-5.842043,0.3482979,-0.1977502,0.3888494,0.8296864,-0.4050295,-0.2883123,1.320283,0.5918198,-7.944638,4.153919
26,229.8797,1,0.7154284,1.012587,6.315197,-5.243468,0.3811096,0.05682199,0.2682296,0.882938,0.3220309,0.1059191,1.493664,0.4510804,-5.445649,5.771279
26,231.4197,1,0.9180571,-1.236309,6.046898,-4.338968,0.3954097,-0.06547982,0.2007465,0.893904,-0.4020292,-0.1223466,1.222532,3.812787,-6.968452,-1.423638
27,237.8197,1,0.940818,0.6785501,6.023456,-5.286949,0.4547042,-0.07844682,0.2113654,0.861635,-0.01268043,-0.3043451,1.565331,2.186095,-5.616224,5.967532
28,239.8497,1,0.9404784,0.4557289,6.251481,-5.679272,0.3882824,-0.1764896,0.3018031,0.8526448,-0.1403537,-0.4866606,1.615301,0.7329926,-6.461401,4.663108
29,242.0547,1,0.502025,0.1233023,6.346453,-5.899769,0.3101739,-0.2381179,0.4391966,0.8088253,-0.2731673,-0.2722422,1.540205,-0.4708716,-7.15588,1.707426
29,251.5846,1,0.9200031,-0.9809139,6.086969,-5.680987,0.2870676,-0.09258121,0.4071337,0.8621271,-1.03497,-0.5834866,1.928281,-0.4854484,-15.24123,5.45549
29,254.3896,1,0.8119584,-1.332021,6.16078,-3.827358,0.2579202,-0.2405165,0.5170151,0.7799515,-0.177342,0.1470919,1.497496,-0.2047691,-9.821753,-1.975811
29,257.5996,1,0.7243482,-1.485998,6.458867,-1.620119,0.2753091,-0.03864188,0.3685442,0.8870664,-0.2427402,0.138104,1.942577,1.851095,-11.41835,-1.406129
30,268.4896,1,0.3349262,-0.6286511,6.278336,-6.480302,0.4922547,-0.4976977,0.3229662,0.6369262,-0.8296403,-0.5541037,0.8594601,0.3029713,-2.991032,2.095314
30,274.6946,1,0.6806281,-0.01238371,6.050887,-4.773351,0.3761734,-0.2770521,0.4490049,0.7616627,-0.4003515,-0.5087849,2.558695,0.3459864,-10.54721,5.358799
31,280.8296,1,0.2777898,0.5203532,6.048183,-5.73251,0.4823145,-0.2814643,0.4113661,0.7203669,0.06749304,-0.3706732,1.292999,-0.8954964,-3.076647,1.344621
33,291.3996,1,0.952037,-0.8402768,6.068695,-5.647038,0.3546122,-0.4797661,0.3871522,0.7029849,-0.4413028,-0.4189894,1.52049,-0.07803147,-4.747938,3.137748
35,294.9296,1,0.3798785,-0.6737742,6.074431,-5.813509,0.3125892,-0.2960979,0.3811806,0.8181169,-0.7908563,-0.4271733,1.223144,0.9972741,-7.814568,2.476333
36,297.9696,1,0.9991818,-1.241951,6.10674,-3.313835,0.3425542,-0.1410258,0.2929413,0.8814497,-0.6026006,-0.2298064,2.74455,0.6912321,-9.851961,5.424183
36,298.8896,1,0.125614,0.09527579,5.907537,-5.046752,0.355558,-0.1615382,0.4477101,0.8043877,-0.03412671,-0.4538049,1.765897,-1.422494,-6.238756,3.197878
37,301.9146,1,0.9907832,-1.497223,6.113859,-3.632025,0.3952347,-0.2765849,0.2570806,0.8373768,-0.623186,-0.2426828,2.05231,1.648268,-8.003434,0.6663496
38,305.0246,1,0.9976819,-1.522274,6.214657,-2.513427,0.3546469,-0.08874734,0.1613017,0.9166958,-0.1673669,-0.2740832,2.171854,2.150247,-9.888262,3.041464
38,306.7746,1,0.475328,-1.578359,6.192101,-3.831906,0.3514498,-0.07995035,0.130516,0.9236105,-0.7947732,-0.08149272,2.428415,1.802092,-7.196627,5.497087
38,307.6146,1,0.1095839,0.5492426,5.87882,-5.367927,0.3820196,-0.1869724,0.5791442,0.6954814,0.6747857,-0.5342785,1.511396,-3.896834,-6.471355,-1.649032
38,307.6596,1,0.7884538,0.8277225,5.980644,-4.774105,0.3964439,-0.03555875,0.4730892,0.7859735,0.7404129,0.05313797,1.677566,-2.079532,-4.637535,5.563805
38,307.6896,1,0.7213413,0.9327838,6.222963,-4.489363,0.347093,0.03388412,0.4669269,0.8126239,0.446486,0.5326529,1.435106,-0.4578892,-5.394504,3.810546
39,309.4846,1,0.2693162,0.8424029,6.055348,-6.006575,0.4596021,-0.1416779,0.4047527,0.7777329,0.4564065,-0.2720291,1.21377,-1.747746,-4.127945,2.006634
43,319.6646,1,0.8997384,1.261397,5.915459,-4.385106,0.4225946,-0.2520919,0.5138638,0.7027143,-0.007075325,-0.1135749,1.958857,-0.1448646,-5.048882,2.551304
43,319.6795,1,0.97652,1.292067,5.925518,-4.085456,0.3936894,-0.1978071,0.5346203,0.7211534,-0.03044032,-0.04962727,2.122245,-0.3974777,-6.309469,2.254463
